Close,High,Low,Open,Volume,Date,company
11.453756332397461,11.76873455871737,11.272405590983453,11.453756332397461,4218700,2024-05-06,C%26A
11.644651412963867,11.70192059181561,11.434665637524438,11.596927248964535,2300600,2024-05-07,C%26A
11.950085639953613,11.950085639953613,11.358307456663862,11.482389920239925,2649300,2024-05-08,C%26A
11.701921463012695,11.806913903417641,11.005150801379047,11.768734751428317,4225100,2024-05-09,C%26A
9.764326095581055,11.969174422791806,9.735691961796231,11.930995274324475,14221700,2024-05-10,C%26A
9.687968254089355,9.96476732105583,9.563886698434334,9.783416584876171,4893500,2024-05-13,C%26A
9.802506446838379,10.165207912970436,9.611609788542271,9.611609788542271,3814700,2024-05-14,C%26A
9.917044639587402,10.24156698045689,9.783417150808582,9.993402944528787,4359100,2024-05-15,C%26A
10.079305648803711,10.298835534520235,9.831140717788106,10.041126498667674,3881300,2024-05-16,C%26A
9.888409614562988,10.308381202938856,9.649789683523954,10.031582119344089,3164500,2024-05-17,C%26A
9.955223083496094,10.117484697513282,9.802506484482914,9.831140619232201,1720900,2024-05-20,C%26A
9.831140518188477,10.136573713075618,9.678423920744905,9.89795380200436,2273300,2024-05-21,C%26A
9.201184272766113,9.792961554192711,9.124825972598988,9.735692373935997,3063500,2024-05-22,C%26A
9.248907089233398,9.39207957795679,8.962563932312008,9.2107279409597,3159300,2024-05-23,C%26A
9.067557334899902,9.458893874237745,9.029378182531888,9.24890808108227,2233000,2024-05-24,C%26A
9.1725492477417,9.201184293064596,8.981653496902753,9.038922677285807,1394600,2024-05-27,C%26A
8.905295372009277,9.458893515479959,8.838482085465053,9.30617691180015,3895100,2024-05-28,C%26A
9.372990608215332,9.468438944820445,8.848027487675603,8.876661624552018,3964600,2024-05-29,C%26A
9.1725492477417,9.783416560689066,9.077101827453596,9.449348314023855,8270300,2024-05-31,C%26A
9.124825477600098,9.315721217662299,8.876660560387892,9.153459611043756,5677300,2024-06-03,C%26A
8.685766220092773,9.191640240348129,8.618952017606446,9.086647793959383,4344300,2024-06-04,C%26A
9.267997741699219,9.325266923092002,8.685765463809249,8.695309568822413,3791100,2024-06-05,C%26A
9.449348449707031,9.621155083060424,9.134370228734314,9.306176862087707,3356600,2024-06-06,C%26A
9.2202730178833,9.525706206136308,9.172548854653094,9.182093869351675,2125600,2024-06-07,C%26A
9.2202730178833,9.449347909073056,9.14391472082005,9.306176329645135,1908300,2024-06-10,C%26A
9.64024543762207,9.64024543762207,9.267998022930279,9.277543038495839,1877100,2024-06-11,C%26A
9.277543067932129,10.060216141535692,9.248908021144592,9.78341706109569,3064700,2024-06-12,C%26A
8.981653213500977,9.25845227104918,8.953019079344324,9.25845227104918,2367500,2024-06-13,C%26A
9.143915176391602,9.392080109342686,8.905295258614654,8.905295258614654,2573500,2024-06-14,C%26A
9.163005828857422,9.229819119087141,8.886206741853542,9.048467459516745,3062700,2024-06-17,C%26A
9.124825477600098,9.296631188524733,9.048466271312527,9.115280463031315,1101800,2024-06-18,C%26A
8.953019142150879,9.124825768821461,8.895749963173111,9.019832425739342,1395100,2024-06-19,C%26A
8.86711597442627,9.516162432273209,8.86711597442627,9.067556738745898,9391200,2024-06-20,C%26A
9.210728645324707,9.23936369141679,8.867116284584615,8.876661299948642,2442900,2024-06-21,C%26A
9.64024543762207,9.678424589621528,9.315722190495295,9.315722190495295,2223300,2024-06-24,C%26A
9.487527847290039,9.726147773039678,9.477983742059765,9.544797029985574,1250500,2024-06-25,C%26A
9.09619140625,9.39208051767311,9.09619140625,9.39208051767311,1529900,2024-06-26,C%26A
9.372990608215332,9.392080639641474,9.16300572410456,9.201184876694047,1939500,2024-06-27,C%26A
8.914839744567871,9.449347818910535,8.895749715352858,9.25845207807387,1597200,2024-06-28,C%26A
8.933929443359375,9.048466895295203,8.76212372058701,8.933929443359375,1954600,2024-07-01,C%26A
8.762124061584473,9.201184766223543,8.733489014789054,8.943474806641511,3229800,2024-07-02,C%26A
9.163005828857422,9.3539015939872,8.848027588827586,8.848027588827586,3434600,2024-07-03,C%26A
9.563886642456055,9.67842409257219,9.258452531883622,9.258452531883622,2003900,2024-07-04,C%26A
9.53525161743164,9.821595698460007,9.401625047144414,9.563886662718396,1839600,2024-07-05,C%26A
9.411169052124023,9.544796531256193,9.191639168831243,9.535251516261882,5497000,2024-07-08,C%26A
9.487527847290039,9.611610317911385,9.372990392161745,9.411169543871177,1530600,2024-07-09,C%26A
9.821596145629883,10.060216072307249,9.573431203422354,9.573431203422354,2911700,2024-07-10,C%26A
